true_label,pred_label,correct,margin
1,3,0,1.43463802
1,1,1,2.34657907
1,1,1,6.78679943
1,3,0,1.23991251
1,1,1,6.23899078
1,0,0,2.36061716
1,18,0,1.18938971
2,2,1,4.21484566
2,2,1,2.08293366
2,5,0,0.91438007
2,28,0,0.12496328
2,2,1,2.60136628
2,2,1,0.11009741
2,28,0,0.42497182
2,2,1,0.77997613
2,2,1,0.64891481
2,2,1,4.20151138
2,2,1,0.34988213
2,2,1,5.02017212
2,2,1,2.78466940
2,28,0,0.40751576
2,2,1,1.07399654
2,2,1,3.17466116
2,2,1,1.74844623
2,2,1,3.95514250
2,2,1,2.04331350
2,2,1,0.63979435
2,2,1,3.77443409
2,2,1,4.30638742
2,5,0,0.14792252
2,2,1,0.35478091
2,5,0,2.19435024
2,2,1,3.99616051
2,2,1,2.46467948
2,2,1,3.16539764
2,5,0,0.54069948
2,2,1,2.51811218
2,2,1,4.73095226
2,2,1,1.79998922
2,2,1,4.31085062
2,2,1,3.25349140
2,2,1,0.61343551
2,2,1,4.04040527
2,2,1,2.22362208
2,2,1,3.91488862
2,2,1,2.70102119
2,5,0,0.65561438
2,2,1,2.18993044
2,2,1,1.90393662
3,0,0,0.77121592
3,3,1,5.35456085
3,16,0,0.28640795
3,3,1,4.39620590
3,3,1,2.48045063
3,3,1,6.92608929
3,3,1,9.55961514
3,3,1,3.27701473
3,3,1,2.03817010
3,3,1,2.98370504
3,3,1,5.22963715
3,3,1,4.47939730
3,3,1,3.06679916
3,3,1,5.22815609
3,3,1,4.04167652
3,3,1,4.22648621
3,3,1,9.01839352
3,3,1,8.43846512
3,3,1,5.84498215
3,3,1,1.89215994
3,3,1,1.77675200
3,3,1,5.23321342
3,3,1,3.21077514
3,3,1,0.00887203
3,3,1,8.22175980
3,3,1,11.67873192
3,3,1,3.56791663
3,3,1,0.48428535
3,3,1,4.39860773
3,3,1,8.53545761
3,3,1,5.23664474
3,4,0,1.82722330
3,3,1,1.25214100
3,0,0,2.11177516
3,3,1,5.55776024
3,3,1,7.50462580
3,3,1,10.18111992
3,3,1,6.04768562
3,3,1,6.39823961
3,29,0,0.66107750
3,3,1,9.40186119
3,3,1,13.01626205
3,3,1,2.69687891
3,3,1,9.53694439
3,3,1,4.90964222
3,3,1,5.78543329
3,3,1,4.98205233
3,3,1,7.00754881
3,3,1,6.04097128
3,3,1,8.96696186
3,3,1,5.49624968
3,3,1,7.24038553
3,3,1,5.06192684
3,3,1,2.87071514
3,3,1,11.37504864
3,3,1,6.38247395
3,3,1,10.75235558
3,3,1,5.01000404
3,3,1,6.85920525
3,3,1,4.84999514
3,3,1,5.36441660
3,3,1,3.88036919
3,3,1,3.88197041
3,3,1,5.90909576
3,3,1,12.52018452
3,3,1,3.78408623
3,3,1,3.60413480
3,3,1,3.37432480
3,3,1,4.62765741
3,3,1,4.65760326
3,3,1,3.88341761
3,3,1,0.22615719
3,3,1,7.03217220
3,3,1,1.02829170
3,3,1,6.17198944
3,3,1,10.97462082
3,3,1,3.15926051
3,3,1,4.40722799
3,3,1,4.37463236
3,28,0,2.50560355
3,3,1,1.84165061
3,3,1,2.63007879
3,3,1,5.71094084
3,3,1,4.24771786
3,24,0,1.48414731
3,24,0,0.31743574
3,3,1,2.61692023
3,3,1,10.46679211
3,3,1,5.19836092
3,0,0,0.06651258
3,3,1,7.00713634
3,3,1,10.03779411
3,3,1,4.04553080
3,4,0,1.65639210
3,3,1,4.46595001
3,3,1,9.77814865
3,3,1,4.12981892
3,3,1,1.20673037
3,3,1,5.27976561
3,3,1,4.14681339
3,3,1,11.58830452
3,3,1,4.12823915
3,3,1,2.74878597
3,3,1,4.24572229
3,9,0,2.21270657
3,3,1,8.77810287
3,3,1,4.62276649
3,3,1,3.59148169
3,3,1,7.97187233
3,3,1,7.17802811
3,3,1,8.10522461
3,3,1,9.89863491
3,3,1,1.19291449
3,3,1,7.68319511
3,3,1,6.88047695
3,3,1,6.03004122
3,0,0,0.18498468
3,3,1,7.19237804
3,3,1,12.29614830
3,3,1,6.68251085
3,3,1,6.12243080
3,3,1,5.83037329
3,3,1,4.07095098
3,3,1,8.22057343
3,3,1,8.78589725
3,3,1,1.55178142
3,3,1,1.17738271
3,3,1,1.74701118
3,3,1,6.49986506
3,3,1,2.27260733
3,3,1,0.45324898
3,3,1,0.37073565
3,3,1,7.10633755
3,3,1,5.97778416
3,3,1,9.53157139
3,3,1,5.92446709
3,16,0,0.77766013
3,3,1,1.16625619
3,3,1,6.19032383
3,3,1,5.13983250
3,3,1,7.14707947
3,3,1,3.89622259
3,3,1,2.03372478
3,3,1,5.78877878
3,3,1,7.15990829
3,3,1,3.03588867
3,3,1,2.00849414
3,3,1,7.33737278
3,3,1,5.54737473
3,3,1,12.63980293
3,3,1,4.20249891
3,3,1,4.45867634
3,0,0,0.39225912
3,3,1,8.70033455
3,3,1,2.56269026
3,3,1,7.26897478
3,3,1,7.72272778
3,3,1,0.27586222
3,3,1,6.12430429
3,3,1,3.89620113
3,3,1,1.31283426
3,3,1,7.72075462
3,3,1,3.45723462
3,3,1,4.52173996
3,3,1,0.14919019
3,3,1,3.09658360
3,3,1,1.91175842
3,3,1,8.26026249
3,3,1,6.81718063
3,3,1,6.41220188
3,3,1,0.06285524
3,3,1,1.34997964
3,3,1,7.16819715
3,3,1,5.49286079
3,3,1,3.25937653
3,3,1,0.84976625
3,0,0,2.26390314
3,3,1,8.10819435
3,3,1,6.89752913
3,3,1,10.53453827
3,3,1,8.95988750
3,3,1,1.28207374
3,4,0,0.94941378
3,3,1,4.37344265
3,3,1,6.11849403
3,3,1,10.42079544
3,3,1,0.68091941
3,0,0,0.08315134
3,3,1,6.24611473
3,3,1,7.25911188
3,3,1,9.01806641
3,3,1,3.20321083
3,3,1,4.05116701
3,3,1,4.75056267
3,3,1,1.19169998
3,0,0,0.64407706
3,3,1,6.74697304
3,3,1,6.92067766
3,3,1,4.46560669
3,3,1,0.36396980
3,3,1,5.15911722
3,3,1,7.94149971
3,3,1,5.22632504
3,3,1,5.80919170
3,3,1,4.77566147
3,30,0,0.16591382
3,3,1,3.96334577
3,24,0,0.28029299
3,3,1,7.97064734
3,3,1,4.32382965
3,3,1,4.55666113
3,3,1,3.68572426
3,3,1,5.45591497
3,3,1,3.59093571
3,3,1,5.20116472
3,3,1,2.30190778
3,3,1,1.96695626
3,3,1,15.99728107
3,3,1,5.65537405
3,3,1,3.25212884
3,3,1,1.67792654
3,3,1,8.49916744
3,3,1,1.91812325
3,3,1,0.38791811
3,3,1,3.15578651
3,3,1,5.68229866
3,3,1,2.64068818
3,4,0,0.24817276
3,3,1,11.20528698
3,3,1,9.38796711
3,3,1,2.03475618
3,3,1,3.67242718
3,3,1,5.88102245
3,3,1,3.68492031
3,3,1,6.96218395
3,3,1,10.45406532
3,3,1,1.71677899
3,3,1,7.75316715
3,3,1,4.98759556
3,4,0,1.84167004
3,3,1,4.33181000
3,3,1,9.22298813
3,3,1,3.64055061
3,3,1,1.98883629
3,3,1,6.13166428
3,3,1,3.97149467
3,3,1,1.86951733
3,3,1,3.57780361
4,4,1,7.43841934
4,4,1,7.61513138
4,4,1,5.26520300
4,4,1,5.60102320
4,4,1,5.92912674
4,4,1,6.80697870
4,4,1,3.23427534
4,4,1,5.10784149
4,4,1,4.94137192
4,4,1,3.33031321
4,4,1,4.89488173
4,4,1,7.21491814
4,4,1,5.05264616
4,3,0,0.69067574
4,4,1,5.57853222
4,4,1,3.22489214
4,4,1,5.43880415
4,4,1,5.23474836
4,4,1,4.02178764
4,4,1,6.11149168
4,4,1,5.40310335
4,4,1,3.96982813
4,4,1,6.03058004
4,4,1,6.46397734
4,4,1,3.75003910
4,30,0,4.57426548
4,4,1,1.85012650
4,4,1,3.37316799
4,4,1,6.22868729
4,4,1,8.04120159
4,4,1,7.90124559
4,4,1,5.79625559
4,4,1,4.31792641
4,4,1,2.46417427
4,4,1,4.93466187
4,4,1,5.12685680
4,4,1,6.61896515
4,4,1,5.15379333
4,4,1,6.75960875
4,4,1,7.56833410
4,4,1,5.74717760
4,4,1,8.16430664
4,4,1,4.62822008
4,4,1,6.33458900
4,4,1,3.23444700
4,4,1,4.97815943
4,4,1,9.08352184
4,4,1,5.59134674
4,4,1,7.10267115
4,4,1,4.78054476
4,4,1,7.47243977
4,4,1,2.57795286
4,4,1,4.26646805
4,4,1,5.71371841
4,4,1,6.50875902
4,4,1,3.31160688
4,4,1,5.95400381
4,4,1,6.04033136
4,4,1,6.82535553
4,4,1,3.39204574
4,4,1,7.89346170
4,4,1,8.68845367
4,4,1,7.57956743
4,4,1,4.93473434
4,4,1,2.86953497
4,4,1,7.44304466
4,4,1,6.39936304
4,4,1,4.49289989
4,4,1,5.71577644
4,4,1,3.98314047
4,4,1,2.07963157
4,4,1,4.07800961
4,4,1,8.66454315
4,4,1,5.95222425
4,4,1,1.19516063
4,4,1,5.79028368
4,4,1,4.58858442
4,4,1,1.80613565
4,4,1,5.67209911
4,4,1,5.70238972
4,4,1,3.63751078
4,4,1,5.29870558
4,4,1,5.13284540
4,4,1,8.28082085
4,4,1,4.25356770
4,4,1,2.58043289
4,4,1,6.15418959
4,4,1,7.44203901
4,4,1,4.11320972
4,4,1,6.55554485
4,4,1,5.95087337
4,4,1,5.02362776
4,4,1,8.94283485
4,4,1,6.56541014
4,4,1,1.24527025
4,4,1,1.08538580
4,3,0,1.09254456
4,4,1,4.31355810
4,4,1,6.81473207
4,4,1,5.86517572
4,4,1,8.50284863
4,4,1,7.35932016
4,4,1,4.88433647
4,4,1,6.98607397
4,4,1,4.17650080
4,4,1,6.13188601
4,4,1,1.09602809
4,4,1,4.69916248
4,4,1,4.13194180
4,4,1,6.61274052
4,4,1,6.65667725
4,4,1,1.99897075
4,4,1,3.95608425
4,3,0,1.95259750
4,4,1,5.86870146
4,4,1,5.09617662
4,3,0,2.69004583
4,4,1,5.55117607
4,4,1,7.72411728
4,4,1,5.46412373
4,4,1,7.69413567
4,4,1,3.32534838
4,4,1,8.62769604
4,4,1,3.93225098
4,4,1,5.18745804
4,4,1,2.63715887
4,4,1,2.77252293
4,4,1,3.96830225
4,4,1,8.09439754
4,4,1,6.03232861
4,4,1,7.05518246
4,4,1,8.49221611
4,4,1,4.82364559
4,4,1,5.43850517
4,4,1,6.76471138
4,4,1,4.10528088
4,4,1,3.30543756
4,4,1,6.37065840
4,4,1,2.11101151
4,4,1,5.05669689
4,4,1,5.13893795
4,4,1,6.90723419
4,4,1,5.50379467
4,4,1,5.15362597
4,4,1,9.46012688
4,4,1,8.36977577
4,4,1,7.62653255
4,4,1,4.85190392
4,4,1,6.68756104
4,4,1,5.97327662
4,4,1,8.10680008
4,4,1,1.82326651
4,4,1,6.60883474
4,4,1,7.31766415
4,4,1,6.91134071
4,4,1,2.69454288
4,4,1,8.84583282
4,4,1,6.32388735
4,4,1,4.45435667
4,4,1,6.14980793
4,4,1,8.78384209
4,4,1,5.92701292
4,4,1,3.24091530
4,4,1,4.60903358
4,4,1,7.41395950
4,4,1,7.46551418
4,4,1,7.04442453
4,4,1,2.11512089
4,4,1,2.49987602
4,4,1,7.87757778
4,4,1,5.10203171
4,4,1,8.92941380
4,4,1,4.01436710
4,4,1,5.65087891
4,4,1,9.99735451
4,4,1,5.17597675
4,4,1,3.71142292
4,4,1,7.27057076
4,4,1,6.67669487
4,4,1,4.21579790
4,4,1,5.35378027
4,4,1,8.66411591
4,4,1,4.19898033
4,4,1,4.95309734
4,4,1,2.49724770
4,4,1,9.76745129
4,4,1,5.13396502
4,4,1,4.29649305
4,4,1,4.03846741
4,4,1,3.65707803
4,4,1,6.61161852
4,4,1,5.52297831
4,4,1,5.34206438
4,4,1,5.01320076
4,4,1,5.62952518
4,4,1,3.12831259
4,4,1,3.56343293
4,4,1,6.55851364
4,4,1,5.80877638
4,4,1,2.34953165
4,4,1,4.04959822
4,4,1,7.60098171
4,4,1,5.42563534
4,4,1,7.17175102
4,4,1,0.66904783
4,4,1,3.59570384
4,4,1,6.59997940
4,4,1,4.67374563
4,4,1,3.87373400
4,4,1,5.80373669
4,4,1,7.18457794
4,4,1,4.62226486
4,4,1,8.06079769
4,4,1,1.57325792
4,4,1,5.61325073
4,4,1,7.67601156
4,4,1,6.29922009
4,4,1,6.43859434
4,4,1,4.02291727
4,4,1,8.09897232
4,4,1,6.72732258
4,4,1,6.53229046
4,4,1,3.29345179
4,4,1,7.01144648
4,4,1,4.15154839
4,4,1,6.31650305
5,5,1,6.15805912
5,5,1,9.05360794
5,5,1,6.20118427
5,5,1,4.33943748
5,5,1,5.50511646
5,5,1,8.52704620
5,16,0,0.15025759
5,5,1,7.51684427
5,5,1,5.82954264
5,5,1,6.09082127
5,5,1,7.71064949
5,5,1,5.57028580
5,5,1,5.95498562
5,5,1,4.50088835
5,5,1,5.59402895
5,5,1,4.92266798
5,5,1,4.52956915
5,5,1,7.19478512
5,5,1,7.76041222
5,5,1,5.89625740
5,5,1,4.95220995
5,5,1,6.66200018
5,5,1,5.62445354
5,5,1,4.36648273
5,3,0,1.45010960
5,5,1,6.83861065
5,5,1,6.61103535
5,5,1,4.93412685
5,5,1,7.28056479
5,5,1,6.39763165
5,5,1,8.95673561
5,5,1,8.13131809
5,5,1,5.74505234
5,5,1,7.72317505
5,5,1,6.08517838
5,31,0,0.39154243
5,5,1,7.44373417
5,5,1,4.50551939
5,5,1,7.25603199
5,5,1,5.60478878
5,5,1,7.80629921
5,5,1,4.71913767
5,5,1,5.10354137
5,5,1,7.76582718
5,5,1,5.20308971
5,5,1,8.27519798
5,5,1,4.89055872
5,5,1,7.81376076
5,5,1,0.73119402
5,5,1,4.70987463
5,5,1,7.34872341
5,5,1,6.42530632
5,5,1,6.79821205
5,5,1,7.52272463
5,5,1,4.61129904
5,5,1,7.08701563
5,5,1,5.26273537
5,5,1,5.07162142
5,5,1,5.76441956
5,5,1,6.13671780
5,5,1,9.33010578
5,5,1,6.57072020
5,5,1,7.58817673
5,5,1,4.85006285
5,5,1,7.69759369
5,5,1,5.92331505
5,5,1,7.25599813
5,5,1,4.38374901
5,5,1,7.99490070
5,5,1,4.57485294
5,5,1,7.02830935
5,5,1,6.87076187
5,5,1,7.87148476
5,5,1,6.61270285
5,5,1,7.88014603
5,5,1,7.18866539
5,16,0,0.62765384
5,5,1,4.16541862
5,5,1,4.41300249
5,5,1,5.50619984
5,5,1,6.34793139
5,5,1,4.61329651
5,5,1,4.73934889
5,5,1,6.79616880
5,5,1,7.17550802
5,5,1,5.11996269
5,5,1,8.80395031
5,5,1,5.14712238
5,5,1,8.68782043
5,5,1,3.91934252
5,5,1,5.65484810
5,5,1,7.81296921
5,5,1,6.79022408
5,5,1,5.74304962
5,5,1,1.02274978
5,5,1,2.93668771
5,5,1,6.89875889
5,5,1,5.09802914
5,5,1,6.10400057
5,5,1,3.63145256
5,5,1,4.94724989
5,5,1,1.79951692
5,5,1,0.19920683
5,5,1,2.99600840
5,3,0,0.78395796
5,5,1,5.62946606
5,5,1,5.72247505
5,5,1,7.28822136
5,5,1,4.16373396
5,5,1,1.80654240
5,5,1,7.02156353
5,5,1,7.18832636
5,5,1,6.49648380
5,5,1,4.73976660
5,5,1,7.72572374
5,5,1,5.10070801
5,5,1,5.71479797
5,5,1,7.32035971
5,30,0,0.12146449
5,5,1,6.81826591
5,5,1,7.90869999
5,5,1,5.26049757
5,5,1,5.78227520
5,5,1,6.57040071
5,5,1,8.04260635
5,5,1,6.29803610
5,5,1,8.02798748
5,5,1,5.26683807
5,5,1,8.06920910
5,5,1,7.14635563
5,5,1,6.08703804
5,15,0,1.88011742
5,5,1,6.15860367
5,5,1,3.49205709
5,5,1,7.17971849
5,5,1,7.08593321
5,5,1,6.88378143
5,5,1,7.15607786
5,5,1,5.78571510
5,5,1,7.02521467
5,3,0,0.25510478
5,3,0,0.09560871
5,5,1,2.49542952
5,5,1,7.23733616
5,5,1,5.92088127
5,5,1,6.12251663
5,5,1,6.37647581
5,5,1,6.79408360
5,5,1,3.43939185
5,5,1,5.67412329
5,5,1,6.71530724
5,5,1,7.12475920
5,5,1,6.73189831
5,5,1,5.68932819
5,30,0,0.61849666
5,5,1,1.62761450
5,5,1,5.68548775
5,5,1,5.81108093
5,5,1,7.24196053
6,30,0,0.80814230
6,6,1,3.99935055
6,6,1,1.83456087
6,6,1,3.67732072
6,6,1,5.63752460
6,32,0,0.79056430
6,19,0,1.49050808
6,6,1,7.53867531
6,6,1,5.11377144
6,6,1,3.20670843
6,6,1,2.08563972
6,6,1,5.16870975
6,6,1,1.97551870
6,6,1,4.55715179
6,6,1,3.89905548
6,6,1,2.87370777
6,6,1,3.48429823
6,6,1,3.49376535
6,6,1,5.53598881
6,6,1,4.30528975
6,6,1,1.06157589
6,6,1,2.80152845
6,6,1,2.48247051
6,6,1,6.01089239
6,6,1,2.62011051
6,19,0,0.06491756
6,6,1,7.78199291
6,6,1,4.12461138
6,6,1,1.38277531
6,6,1,3.30689430
6,6,1,4.77908182
6,6,1,4.66710901
6,6,1,3.77015972
6,6,1,7.81185246
6,6,1,5.31222248
6,6,1,2.52852297
6,6,1,4.47801447
6,24,0,1.78486204
6,6,1,3.38312578
6,6,1,3.05897760
6,6,1,1.92979431
6,6,1,3.19295549
6,6,1,2.34068346
6,6,1,2.10727692
6,6,1,5.18653297
6,6,1,0.65498352
6,6,1,3.30873537
6,6,1,3.78323221
6,6,1,5.18229532
6,6,1,6.45675182
6,6,1,5.19262838
6,6,1,6.29840708
6,6,1,3.03787756
6,6,1,3.81926417
6,6,1,4.27184963
6,6,1,3.07929921
6,6,1,5.29933977
6,6,1,6.36988688
6,6,1,7.37292862
6,6,1,2.59591579
6,6,1,2.85628080
6,6,1,4.01571894
6,6,1,5.83132839
6,6,1,7.19305897
6,6,1,4.37592077
6,6,1,6.31459522
6,6,1,0.48793626
6,6,1,6.14258194
6,6,1,5.54354143
6,6,1,1.88623667
6,6,1,3.45789289
6,6,1,6.36920261
6,6,1,1.43508959
6,6,1,5.31773233
6,6,1,5.18722057
6,6,1,7.90317106
6,6,1,2.03371859
6,6,1,1.79208493
6,24,0,3.70080042
6,6,1,1.76230717
6,6,1,4.21816444
6,6,1,3.41795635
6,6,1,4.97672176
6,6,1,0.81444931
6,6,1,3.82486200
6,6,1,5.93574047
6,6,1,5.24760151
6,6,1,0.53249550
6,6,1,3.25199676
6,6,1,2.33187199
6,6,1,2.91622829
6,6,1,5.97145271
6,6,1,3.79490566
6,6,1,3.97514534
6,6,1,6.79902935
6,24,0,0.08197308
6,6,1,3.54270220
6,6,1,3.66415238
6,6,1,2.64810896
6,6,1,4.17713499
6,6,1,3.29723358
6,6,1,7.35820293
6,6,1,4.67135954
6,6,1,3.19786239
6,6,1,5.35989094
6,6,1,4.94131422
6,6,1,4.07390547
6,6,1,3.34874821
6,6,1,4.95576525
6,6,1,1.80428457
6,6,1,2.87977695
6,6,1,4.36718655
6,6,1,5.56346703
6,6,1,3.37963676
6,6,1,3.73138714
6,6,1,5.73224354
6,6,1,8.05815697
6,6,1,4.81989098
6,6,1,3.59626389
6,6,1,5.69752789
6,6,1,5.10028076
6,6,1,4.70032501
6,6,1,3.92401123
6,6,1,5.46568537
6,6,1,2.81550598
6,6,1,3.54552841
6,6,1,5.53609753
6,6,1,3.91015291
6,6,1,4.13933945
7,9,0,1.25693130
7,7,1,0.76434898
7,9,0,1.31294441
7,7,1,0.07954597
7,7,1,2.72607327
7,9,0,0.11061382
7,30,0,0.15705681
7,28,0,0.53210545
7,7,1,0.90537357
7,7,1,0.06152916
7,7,1,0.00308704
7,7,1,0.81348610
7,9,0,1.44351435
7,7,1,0.28617954
7,7,1,0.79111576
7,7,1,0.84963036
7,9,0,0.57150459
7,7,1,0.07965088
7,7,1,0.45718384
7,9,0,1.29596710
7,9,0,1.37743092
7,7,1,2.75711441
7,8,0,0.95420074
7,7,1,0.66185188
7,9,0,2.14709187
7,9,0,1.17011642
7,10,0,5.66879320
7,9,0,1.27278900
7,7,1,1.08276176
7,7,1,1.10404587
7,9,0,0.65053558
7,7,1,0.76609516
7,7,1,0.80923271
7,7,1,1.94947624
7,9,0,0.89957285
7,7,1,2.89439869
7,7,1,1.47911167
7,9,0,2.03254509
7,7,1,0.43838024
7,7,1,1.87532425
7,7,1,0.77259064
7,7,1,0.33123779
7,9,0,0.14817429
7,9,0,3.05340767
7,9,0,3.19662571
7,7,1,0.24223137
7,7,1,0.79487610
7,7,1,0.59104729
7,9,0,0.09741211
7,7,1,0.14964771
7,9,0,1.49988461
7,9,0,0.12489986
7,9,0,0.54688358
7,7,1,0.04850769
7,7,1,0.60366058
7,7,1,0.98795891
7,7,1,3.75894833
7,7,1,0.71622658
7,9,0,1.23477554
7,7,1,0.81440353
7,9,0,0.41575336
7,9,0,0.25679207
7,7,1,0.21955681
7,7,1,0.54645157
7,9,0,0.08784389
7,9,0,3.93261147
7,9,0,0.04446983
7,7,1,0.76987648
7,7,1,0.64389992
7,9,0,0.17600441
7,7,1,2.56713867
7,7,1,1.35332680
7,9,0,0.37961578
7,9,0,0.15137100
7,9,0,0.66410637
7,9,0,0.13673115
7,9,0,1.33740616
7,9,0,1.05846310
8,8,1,11.78962135
8,8,1,6.05415249
8,8,1,10.71373844
8,8,1,11.11872101
8,8,1,9.94308567
8,8,1,9.64509678
8,8,1,4.74945259
8,8,1,11.30122948
8,8,1,9.92144775
8,8,1,7.92815781
8,8,1,11.88317680
8,8,1,6.11118603
8,8,1,5.13055992
8,8,1,7.81140614
8,8,1,6.89657688
8,8,1,9.54715729
8,8,1,10.70584583
8,8,1,8.38284588
8,8,1,10.09049511
8,8,1,8.71194458
8,8,1,7.19033527
8,8,1,7.67214489
8,8,1,6.59991169
8,8,1,12.14710045
8,8,1,9.53526306
8,8,1,9.94695091
8,8,1,10.25472069
8,8,1,12.62965012
8,8,1,11.75486755
8,8,1,11.43838501
8,8,1,9.86640167
8,8,1,9.84542370
8,8,1,10.66126060
8,8,1,8.34398746
8,8,1,10.66869926
8,8,1,9.70132160
8,8,1,6.42217445
8,8,1,11.14506149
8,8,1,8.32151127
8,8,1,11.04739189
8,8,1,5.28596497
8,8,1,3.91495609
8,8,1,10.53829861
8,8,1,6.90721321
8,8,1,8.60005760
8,8,1,9.03903294
8,8,1,12.25569153
8,8,1,13.28753090
8,8,1,10.16314888
8,8,1,13.53436089
8,8,1,7.24536705
8,8,1,9.12754822
8,8,1,3.89946413
8,8,1,11.64813614
8,8,1,10.37408924
8,8,1,9.95586300
8,8,1,6.03546619
8,8,1,11.87739658
8,8,1,13.89010334
8,8,1,10.36255455
8,8,1,9.07814789
8,8,1,6.69480610
8,8,1,8.79481792
8,8,1,10.02158928
8,8,1,10.86946487
8,8,1,2.50822258
8,8,1,9.07553291
8,8,1,6.85170078
8,8,1,8.99670029
8,8,1,6.20268536
8,8,1,8.42730236
8,8,1,10.68544674
8,8,1,8.67995548
8,8,1,10.86033440
8,8,1,11.48516178
8,8,1,9.66583729
8,8,1,8.22163773
8,8,1,9.22422028
8,8,1,9.56463337
8,8,1,7.71978378
8,8,1,10.37586594
8,8,1,4.43199253
8,8,1,10.26419067
8,8,1,7.89540958
8,8,1,12.20015717
8,8,1,13.22429657
8,8,1,13.53998375
8,8,1,11.65663815
8,8,1,6.69731140
8,8,1,3.04660034
8,8,1,10.20044136
8,8,1,5.88379574
8,8,1,5.73845768
