true_label,pred_label,correct,margin,true_name,pred_name
0,0,1,1.00489691,Apple___Apple_scab,Apple___Apple_scab
0,0,1,1.00211276,Apple___Apple_scab,Apple___Apple_scab
0,0,1,1.00446713,Apple___Apple_scab,Apple___Apple_scab
0,0,1,1.01492052,Apple___Apple_scab,Apple___Apple_scab
0,1,0,1.00379023,Apple___Apple_scab,Apple___Black_rot
0,0,1,0.99979525,Apple___Apple_scab,Apple___Apple_scab
0,0,1,1.00051799,Apple___Apple_scab,Apple___Apple_scab
0,0,1,1.00082508,Apple___Apple_scab,Apple___Apple_scab
0,0,1,1.00220781,Apple___Apple_scab,Apple___Apple_scab
0,16,0,1.00531921,Apple___Apple_scab,Peach___Bacterial_spot
0,0,1,1.00087642,Apple___Apple_scab,Apple___Apple_scab
0,3,0,1.00039000,Apple___Apple_scab,Apple___healthy
0,16,0,1.00060867,Apple___Apple_scab,Peach___Bacterial_spot
0,0,1,1.00943822,Apple___Apple_scab,Apple___Apple_scab
0,30,0,1.00597604,Apple___Apple_scab,Tomato___Late_blight
0,0,1,0.99847154,Apple___Apple_scab,Apple___Apple_scab
0,0,1,1.00234345,Apple___Apple_scab,Apple___Apple_scab
0,16,0,0.99933065,Apple___Apple_scab,Peach___Bacterial_spot
0,0,1,2.00265451,Apple___Apple_scab,Apple___Apple_scab
0,0,1,1.00706558,Apple___Apple_scab,Apple___Apple_scab
0,0,1,1.00054226,Apple___Apple_scab,Apple___Apple_scab
0,28,0,1.00126854,Apple___Apple_scab,Tomato___Bacterial_spot
0,0,1,1.00179239,Apple___Apple_scab,Apple___Apple_scab
0,0,1,1.00429369,Apple___Apple_scab,Apple___Apple_scab
0,0,1,1.00370845,Apple___Apple_scab,Apple___Apple_scab
0,0,1,1.00368285,Apple___Apple_scab,Apple___Apple_scab
0,0,1,1.00615556,Apple___Apple_scab,Apple___Apple_scab
0,0,1,1.00871169,Apple___Apple_scab,Apple___Apple_scab
0,0,1,1.00537110,Apple___Apple_scab,Apple___Apple_scab
0,0,1,1.00400240,Apple___Apple_scab,Apple___Apple_scab
0,0,1,1.00271658,Apple___Apple_scab,Apple___Apple_scab
0,0,1,1.00475221,Apple___Apple_scab,Apple___Apple_scab
0,0,1,1.00374936,Apple___Apple_scab,Apple___Apple_scab
0,25,0,0.99811667,Apple___Apple_scab,Squash___Powdery_mildew
0,0,1,1.00611473,Apple___Apple_scab,Apple___Apple_scab
0,0,1,1.00243456,Apple___Apple_scab,Apple___Apple_scab
0,0,1,1.00988430,Apple___Apple_scab,Apple___Apple_scab
0,0,1,1.00422715,Apple___Apple_scab,Apple___Apple_scab
0,3,0,1.00214866,Apple___Apple_scab,Apple___healthy
0,0,1,1.00568172,Apple___Apple_scab,Apple___Apple_scab
0,16,0,1.00260918,Apple___Apple_scab,Peach___Bacterial_spot
0,0,1,1.00362910,Apple___Apple_scab,Apple___Apple_scab
0,0,1,0.00017790,Apple___Apple_scab,Apple___Apple_scab
0,0,1,1.00223232,Apple___Apple_scab,Apple___Apple_scab
0,16,0,1.00342637,Apple___Apple_scab,Peach___Bacterial_spot
0,3,0,0.00276514,Apple___Apple_scab,Apple___healthy
1,1,1,1.00647004,Apple___Black_rot,Apple___Black_rot
1,1,1,1.00356599,Apple___Black_rot,Apple___Black_rot
1,1,1,1.00531160,Apple___Black_rot,Apple___Black_rot
1,1,1,1.00251222,Apple___Black_rot,Apple___Black_rot
1,1,1,1.00095833,Apple___Black_rot,Apple___Black_rot
1,1,1,1.00507084,Apple___Black_rot,Apple___Black_rot
1,1,1,1.00411817,Apple___Black_rot,Apple___Black_rot
1,1,1,1.00263806,Apple___Black_rot,Apple___Black_rot
1,0,0,1.00005317,Apple___Black_rot,Apple___Apple_scab
1,1,1,1.00328441,Apple___Black_rot,Apple___Black_rot
1,1,1,1.00447248,Apple___Black_rot,Apple___Black_rot
1,1,1,1.00556567,Apple___Black_rot,Apple___Black_rot
1,1,1,1.00084132,Apple___Black_rot,Apple___Black_rot
1,1,1,1.00841037,Apple___Black_rot,Apple___Black_rot
1,1,1,2.00531877,Apple___Black_rot,Apple___Black_rot
1,1,1,1.01137122,Apple___Black_rot,Apple___Black_rot
1,1,1,1.00878381,Apple___Black_rot,Apple___Black_rot
1,1,1,1.00163171,Apple___Black_rot,Apple___Black_rot
1,24,0,1.00384712,Apple___Black_rot,Soybean___healthy
1,1,1,1.00283089,Apple___Black_rot,Apple___Black_rot
1,1,1,1.00757694,Apple___Black_rot,Apple___Black_rot
1,1,1,1.00458146,Apple___Black_rot,Apple___Black_rot
1,1,1,1.00376495,Apple___Black_rot,Apple___Black_rot
1,1,1,1.00292811,Apple___Black_rot,Apple___Black_rot
1,1,1,0.99076552,Apple___Black_rot,Apple___Black_rot
1,1,1,1.00483001,Apple___Black_rot,Apple___Black_rot
1,1,1,1.00147222,Apple___Black_rot,Apple___Black_rot
1,1,1,1.00426140,Apple___Black_rot,Apple___Black_rot
1,1,1,1.01089601,Apple___Black_rot,Apple___Black_rot
1,1,1,1.00104923,Apple___Black_rot,Apple___Black_rot
1,1,1,1.00219648,Apple___Black_rot,Apple___Black_rot
1,1,1,0.99434210,Apple___Black_rot,Apple___Black_rot
1,1,1,1.00561244,Apple___Black_rot,Apple___Black_rot
1,6,0,1.00280740,Apple___Black_rot,Cherry___healthy
1,1,1,1.00291228,Apple___Black_rot,Apple___Black_rot
1,1,1,2.00533380,Apple___Black_rot,Apple___Black_rot
1,1,1,1.00073725,Apple___Black_rot,Apple___Black_rot
1,1,1,2.00418933,Apple___Black_rot,Apple___Black_rot
1,3,0,2.00179938,Apple___Black_rot,Apple___healthy
1,0,0,1.00001657,Apple___Black_rot,Apple___Apple_scab
1,1,1,1.00306277,Apple___Black_rot,Apple___Black_rot
1,1,1,1.00519241,Apple___Black_rot,Apple___Black_rot
1,1,1,1.00197253,Apple___Black_rot,Apple___Black_rot
1,1,1,1.00015578,Apple___Black_rot,Apple___Black_rot
1,1,1,1.00239631,Apple___Black_rot,Apple___Black_rot
1,1,1,1.00516020,Apple___Black_rot,Apple___Black_rot
1,1,1,1.00400263,Apple___Black_rot,Apple___Black_rot
1,1,1,1.00569260,Apple___Black_rot,Apple___Black_rot
1,0,0,0.99986271,Apple___Black_rot,Apple___Apple_scab
1,1,1,1.00206015,Apple___Black_rot,Apple___Black_rot
1,1,1,2.00265492,Apple___Black_rot,Apple___Black_rot
1,1,1,1.00383038,Apple___Black_rot,Apple___Black_rot
1,1,1,2.00979485,Apple___Black_rot,Apple___Black_rot
1,1,1,1.01127208,Apple___Black_rot,Apple___Black_rot
1,1,1,1.00335685,Apple___Black_rot,Apple___Black_rot
1,1,1,1.00844815,Apple___Black_rot,Apple___Black_rot
1,1,1,1.00068342,Apple___Black_rot,Apple___Black_rot
1,1,1,0.99441418,Apple___Black_rot,Apple___Black_rot
1,1,1,1.00881405,Apple___Black_rot,Apple___Black_rot
1,1,1,1.00902822,Apple___Black_rot,Apple___Black_rot
1,1,1,1.00304196,Apple___Black_rot,Apple___Black_rot
1,1,1,1.00940260,Apple___Black_rot,Apple___Black_rot
1,1,1,1.00035287,Apple___Black_rot,Apple___Black_rot
1,1,1,1.00487704,Apple___Black_rot,Apple___Black_rot
1,1,1,1.00286572,Apple___Black_rot,Apple___Black_rot
1,1,1,1.00409868,Apple___Black_rot,Apple___Black_rot
1,1,1,1.00333587,Apple___Black_rot,Apple___Black_rot
1,1,1,0.99604491,Apple___Black_rot,Apple___Black_rot
1,1,1,1.00756530,Apple___Black_rot,Apple___Black_rot
1,1,1,1.00619442,Apple___Black_rot,Apple___Black_rot
1,1,1,2.00465347,Apple___Black_rot,Apple___Black_rot
1,1,1,1.00253300,Apple___Black_rot,Apple___Black_rot
1,1,1,1.00222837,Apple___Black_rot,Apple___Black_rot
1,1,1,1.00312036,Apple___Black_rot,Apple___Black_rot
1,1,1,1.00248812,Apple___Black_rot,Apple___Black_rot
1,1,1,2.00007869,Apple___Black_rot,Apple___Black_rot
1,1,1,1.00357205,Apple___Black_rot,Apple___Black_rot
1,1,1,1.00263098,Apple___Black_rot,Apple___Black_rot
1,1,1,1.00716356,Apple___Black_rot,Apple___Black_rot
1,1,1,1.00923084,Apple___Black_rot,Apple___Black_rot
1,1,1,1.00305377,Apple___Black_rot,Apple___Black_rot
1,1,1,1.00053733,Apple___Black_rot,Apple___Black_rot
1,1,1,2.00876139,Apple___Black_rot,Apple___Black_rot
1,18,0,1.00057106,Apple___Black_rot,Pepper,_bell___Bacterial_spot
1,3,0,1.00115844,Apple___Black_rot,Apple___healthy
1,1,1,1.00690244,Apple___Black_rot,Apple___Black_rot
1,1,1,1.00259970,Apple___Black_rot,Apple___Black_rot
1,1,1,0.99653288,Apple___Black_rot,Apple___Black_rot
1,1,1,1.00301133,Apple___Black_rot,Apple___Black_rot
1,1,1,1.01083549,Apple___Black_rot,Apple___Black_rot
1,3,0,1.00137838,Apple___Black_rot,Apple___healthy
1,1,1,2.00593285,Apple___Black_rot,Apple___Black_rot
1,0,0,1.00228846,Apple___Black_rot,Apple___Apple_scab
1,18,0,1.00151405,Apple___Black_rot,Pepper,_bell___Bacterial_spot
2,2,1,1.00598659,Apple___Cedar_apple_rust,Apple___Cedar_apple_rust
2,2,1,1.00272684,Apple___Cedar_apple_rust,Apple___Cedar_apple_rust
2,5,0,0.99873045,Apple___Cedar_apple_rust,Cherry___Powdery_mildew
2,28,0,1.00234632,Apple___Cedar_apple_rust,Tomato___Bacterial_spot
2,2,1,0.99939013,Apple___Cedar_apple_rust,Apple___Cedar_apple_rust
2,2,1,0.99968296,Apple___Cedar_apple_rust,Apple___Cedar_apple_rust
2,13,0,1.00361432,Apple___Cedar_apple_rust,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
2,2,1,1.00172973,Apple___Cedar_apple_rust,Apple___Cedar_apple_rust
2,2,1,2.00189138,Apple___Cedar_apple_rust,Apple___Cedar_apple_rust
2,2,1,1.00867063,Apple___Cedar_apple_rust,Apple___Cedar_apple_rust
2,2,1,0.99965007,Apple___Cedar_apple_rust,Apple___Cedar_apple_rust
2,2,1,1.00614170,Apple___Cedar_apple_rust,Apple___Cedar_apple_rust
2,2,1,2.00698671,Apple___Cedar_apple_rust,Apple___Cedar_apple_rust
2,29,0,1.00727865,Apple___Cedar_apple_rust,Tomato___Early_blight
2,2,1,1.00449604,Apple___Cedar_apple_rust,Apple___Cedar_apple_rust
2,2,1,0.99893774,Apple___Cedar_apple_rust,Apple___Cedar_apple_rust
2,2,1,1.00355623,Apple___Cedar_apple_rust,Apple___Cedar_apple_rust
2,2,1,2.00231311,Apple___Cedar_apple_rust,Apple___Cedar_apple_rust
2,2,1,1.00312117,Apple___Cedar_apple_rust,Apple___Cedar_apple_rust
2,5,0,1.00031541,Apple___Cedar_apple_rust,Cherry___Powdery_mildew
2,2,1,1.00663753,Apple___Cedar_apple_rust,Apple___Cedar_apple_rust
2,2,1,1.00739957,Apple___Cedar_apple_rust,Apple___Cedar_apple_rust
2,2,1,0.99977894,Apple___Cedar_apple_rust,Apple___Cedar_apple_rust
2,2,1,1.00128454,Apple___Cedar_apple_rust,Apple___Cedar_apple_rust
2,5,0,1.00400197,Apple___Cedar_apple_rust,Cherry___Powdery_mildew
2,2,1,1.00307663,Apple___Cedar_apple_rust,Apple___Cedar_apple_rust
2,2,1,1.00363743,Apple___Cedar_apple_rust,Apple___Cedar_apple_rust
2,2,1,1.00086511,Apple___Cedar_apple_rust,Apple___Cedar_apple_rust
2,5,0,0.99659625,Apple___Cedar_apple_rust,Cherry___Powdery_mildew
2,2,1,1.00135452,Apple___Cedar_apple_rust,Apple___Cedar_apple_rust
2,2,1,1.00267093,Apple___Cedar_apple_rust,Apple___Cedar_apple_rust
2,2,1,1.00294739,Apple___Cedar_apple_rust,Apple___Cedar_apple_rust
2,2,1,2.00292575,Apple___Cedar_apple_rust,Apple___Cedar_apple_rust
2,2,1,1.00412488,Apple___Cedar_apple_rust,Apple___Cedar_apple_rust
2,2,1,0.99630576,Apple___Cedar_apple_rust,Apple___Cedar_apple_rust
2,2,1,1.00267171,Apple___Cedar_apple_rust,Apple___Cedar_apple_rust
2,2,1,1.00413613,Apple___Cedar_apple_rust,Apple___Cedar_apple_rust
2,2,1,1.00240334,Apple___Cedar_apple_rust,Apple___Cedar_apple_rust
2,2,1,2.00571477,Apple___Cedar_apple_rust,Apple___Cedar_apple_rust
2,5,0,1.00212330,Apple___Cedar_apple_rust,Cherry___Powdery_mildew
2,2,1,0.99762236,Apple___Cedar_apple_rust,Apple___Cedar_apple_rust
2,2,1,1.00102929,Apple___Cedar_apple_rust,Apple___Cedar_apple_rust
3,0,0,0.99997213,Apple___healthy,Apple___Apple_scab
3,3,1,1.00182118,Apple___healthy,Apple___healthy
3,16,0,1.00088881,Apple___healthy,Peach___Bacterial_spot
3,3,1,1.00594944,Apple___healthy,Apple___healthy
3,3,1,1.00208391,Apple___healthy,Apple___healthy
3,3,1,1.00355209,Apple___healthy,Apple___healthy
3,3,1,2.00668500,Apple___healthy,Apple___healthy
3,3,1,1.00206467,Apple___healthy,Apple___healthy
3,3,1,1.00075930,Apple___healthy,Apple___healthy
3,3,1,1.00223685,Apple___healthy,Apple___healthy
3,3,1,1.00160759,Apple___healthy,Apple___healthy
3,3,1,1.00342171,Apple___healthy,Apple___healthy
3,3,1,1.00530727,Apple___healthy,Apple___healthy
3,3,1,1.00571432,Apple___healthy,Apple___healthy
3,3,1,1.00198429,Apple___healthy,Apple___healthy
3,3,1,1.00238023,Apple___healthy,Apple___healthy
3,3,1,1.00720289,Apple___healthy,Apple___healthy
3,3,1,1.00623552,Apple___healthy,Apple___healthy
3,3,1,1.00465363,Apple___healthy,Apple___healthy
3,3,1,1.00066984,Apple___healthy,Apple___healthy
3,3,1,1.00190524,Apple___healthy,Apple___healthy
3,3,1,1.00282965,Apple___healthy,Apple___healthy
3,3,1,1.00020153,Apple___healthy,Apple___healthy
3,3,1,1.00067401,Apple___healthy,Apple___healthy
3,3,1,2.00710043,Apple___healthy,Apple___healthy
3,3,1,1.01549381,Apple___healthy,Apple___healthy
3,3,1,2.00415746,Apple___healthy,Apple___healthy
3,3,1,0.00180615,Apple___healthy,Apple___healthy
3,3,1,2.00557244,Apple___healthy,Apple___healthy
3,3,1,1.00515784,Apple___healthy,Apple___healthy
3,3,1,1.00323210,Apple___healthy,Apple___healthy
3,3,1,1.00090057,Apple___healthy,Apple___healthy
3,24,0,1.00092399,Apple___healthy,Soybean___healthy
3,0,0,1.00159232,Apple___healthy,Apple___Apple_scab
3,3,1,1.00783294,Apple___healthy,Apple___healthy
3,3,1,1.00648471,Apple___healthy,Apple___healthy
3,3,1,1.00816141,Apple___healthy,Apple___healthy
3,3,1,2.00780994,Apple___healthy,Apple___healthy
3,3,1,1.00427402,Apple___healthy,Apple___healthy
3,3,1,0.00079153,Apple___healthy,Apple___healthy
3,3,1,1.01099350,Apple___healthy,Apple___healthy
3,3,1,1.01151686,Apple___healthy,Apple___healthy
3,3,1,2.00296086,Apple___healthy,Apple___healthy
3,3,1,1.00455250,Apple___healthy,Apple___healthy
3,3,1,1.00339331,Apple___healthy,Apple___healthy
3,3,1,1.00390724,Apple___healthy,Apple___healthy
3,3,1,1.00798146,Apple___healthy,Apple___healthy
3,3,1,1.00271329,Apple___healthy,Apple___healthy
3,3,1,1.00891433,Apple___healthy,Apple___healthy
3,3,1,1.00311697,Apple___healthy,Apple___healthy
3,3,1,1.00481031,Apple___healthy,Apple___healthy
3,3,1,1.00264651,Apple___healthy,Apple___healthy
3,3,1,1.00257793,Apple___healthy,Apple___healthy
3,3,1,1.00614164,Apple___healthy,Apple___healthy
3,3,1,2.00919010,Apple___healthy,Apple___healthy
3,3,1,2.00306785,Apple___healthy,Apple___healthy
3,3,1,2.00641357,Apple___healthy,Apple___healthy
3,3,1,1.00182254,Apple___healthy,Apple___healthy
3,3,1,2.00729548,Apple___healthy,Apple___healthy
3,3,1,1.00358850,Apple___healthy,Apple___healthy
3,3,1,1.00200256,Apple___healthy,Apple___healthy
3,3,1,1.00472026,Apple___healthy,Apple___healthy
3,3,1,1.00166270,Apple___healthy,Apple___healthy
3,3,1,1.00316759,Apple___healthy,Apple___healthy
3,3,1,2.00757926,Apple___healthy,Apple___healthy
3,3,1,1.00347907,Apple___healthy,Apple___healthy
3,3,1,1.00392570,Apple___healthy,Apple___healthy
3,3,1,1.00254524,Apple___healthy,Apple___healthy
3,3,1,1.00284022,Apple___healthy,Apple___healthy
3,3,1,2.00368110,Apple___healthy,Apple___healthy
3,3,1,1.00887435,Apple___healthy,Apple___healthy
3,3,1,1.00469661,Apple___healthy,Apple___healthy
3,3,1,1.00480951,Apple___healthy,Apple___healthy
3,3,1,1.00303022,Apple___healthy,Apple___healthy
3,3,1,1.00667203,Apple___healthy,Apple___healthy
3,3,1,1.00360498,Apple___healthy,Apple___healthy
3,3,1,1.00366310,Apple___healthy,Apple___healthy
3,3,1,1.00441168,Apple___healthy,Apple___healthy
3,3,1,1.00193905,Apple___healthy,Apple___healthy
3,28,0,1.00251112,Apple___healthy,Tomato___Bacterial_spot
3,3,1,1.00063907,Apple___healthy,Apple___healthy
3,3,1,2.00385371,Apple___healthy,Apple___healthy
3,3,1,1.00173920,Apple___healthy,Apple___healthy
3,3,1,1.00211238,Apple___healthy,Apple___healthy
3,24,0,1.00244174,Apple___healthy,Soybean___healthy
3,3,1,0.99926086,Apple___healthy,Apple___healthy
3,3,1,1.00291623,Apple___healthy,Apple___healthy
3,3,1,1.00316040,Apple___healthy,Apple___healthy
3,3,1,1.00556988,Apple___healthy,Apple___healthy
3,3,1,1.00327476,Apple___healthy,Apple___healthy
3,3,1,1.00311522,Apple___healthy,Apple___healthy
3,3,1,2.00548130,Apple___healthy,Apple___healthy
3,3,1,2.00398666,Apple___healthy,Apple___healthy
3,0,0,0.99930750,Apple___healthy,Apple___Apple_scab
3,3,1,1.01060587,Apple___healthy,Apple___healthy
3,3,1,1.01109396,Apple___healthy,Apple___healthy
3,3,1,1.00733054,Apple___healthy,Apple___healthy
3,3,1,1.00328819,Apple___healthy,Apple___healthy
3,3,1,1.00538085,Apple___healthy,Apple___healthy
3,3,1,1.00376908,Apple___healthy,Apple___healthy
3,3,1,1.00508555,Apple___healthy,Apple___healthy
3,3,1,1.00396248,Apple___healthy,Apple___healthy
3,3,1,1.00145518,Apple___healthy,Apple___healthy
3,3,1,1.00469781,Apple___healthy,Apple___healthy
3,9,0,0.99669686,Apple___healthy,Corn___Northern_Leaf_Blight
3,3,1,1.00320254,Apple___healthy,Apple___healthy
3,3,1,1.00221301,Apple___healthy,Apple___healthy
3,3,1,1.00078871,Apple___healthy,Apple___healthy
3,3,1,1.00447515,Apple___healthy,Apple___healthy
3,3,1,1.00577650,Apple___healthy,Apple___healthy
3,3,1,1.00424419,Apple___healthy,Apple___healthy
3,3,1,1.00634623,Apple___healthy,Apple___healthy
3,3,1,1.00309938,Apple___healthy,Apple___healthy
3,3,1,1.00694922,Apple___healthy,Apple___healthy
3,3,1,1.00692640,Apple___healthy,Apple___healthy
3,3,1,2.00410047,Apple___healthy,Apple___healthy
3,0,0,1.00139994,Apple___healthy,Apple___Apple_scab
3,3,1,1.00475823,Apple___healthy,Apple___healthy
3,3,1,2.00745514,Apple___healthy,Apple___healthy
3,3,1,1.00681681,Apple___healthy,Apple___healthy
3,3,1,2.00447597,Apple___healthy,Apple___healthy
3,3,1,1.00286953,Apple___healthy,Apple___healthy
3,3,1,1.00212033,Apple___healthy,Apple___healthy
3,3,1,2.00387601,Apple___healthy,Apple___healthy
3,3,1,1.00474124,Apple___healthy,Apple___healthy
3,3,1,1.00459446,Apple___healthy,Apple___healthy
3,3,1,0.99905611,Apple___healthy,Apple___healthy
3,3,1,1.00500739,Apple___healthy,Apple___healthy
3,3,1,1.00420932,Apple___healthy,Apple___healthy
3,3,1,2.00319015,Apple___healthy,Apple___healthy
3,3,1,1.00114509,Apple___healthy,Apple___healthy
3,3,1,1.00108332,Apple___healthy,Apple___healthy
3,3,1,1.00484026,Apple___healthy,Apple___healthy
3,3,1,1.00460306,Apple___healthy,Apple___healthy
3,3,1,1.00360673,Apple___healthy,Apple___healthy
3,3,1,2.00392305,Apple___healthy,Apple___healthy
3,16,0,1.00049772,Apple___healthy,Peach___Bacterial_spot
3,3,1,1.00077085,Apple___healthy,Apple___healthy
3,3,1,1.00716431,Apple___healthy,Apple___healthy
3,3,1,1.00339562,Apple___healthy,Apple___healthy
3,3,1,1.00861925,Apple___healthy,Apple___healthy
3,3,1,1.00021631,Apple___healthy,Apple___healthy
3,3,1,1.00254000,Apple___healthy,Apple___healthy
3,3,1,1.00437742,Apple___healthy,Apple___healthy
3,3,1,1.00623909,Apple___healthy,Apple___healthy
3,3,1,2.00399403,Apple___healthy,Apple___healthy
3,3,1,1.00017555,Apple___healthy,Apple___healthy
3,3,1,1.00418278,Apple___healthy,Apple___healthy
3,3,1,1.00338985,Apple___healthy,Apple___healthy
3,3,1,1.00881079,Apple___healthy,Apple___healthy
3,3,1,2.00479243,Apple___healthy,Apple___healthy
3,3,1,1.00327325,Apple___healthy,Apple___healthy
3,0,0,1.00106022,Apple___healthy,Apple___Apple_scab
3,3,1,2.01091834,Apple___healthy,Apple___healthy
3,3,1,1.00194975,Apple___healthy,Apple___healthy
3,3,1,1.00817448,Apple___healthy,Apple___healthy
3,3,1,2.01023811,Apple___healthy,Apple___healthy
3,24,0,1.00151908,Apple___healthy,Soybean___healthy
3,3,1,1.00310502,Apple___healthy,Apple___healthy
3,3,1,1.00281266,Apple___healthy,Apple___healthy
3,3,1,1.00419788,Apple___healthy,Apple___healthy
3,3,1,1.00388537,Apple___healthy,Apple___healthy
3,3,1,1.00191402,Apple___healthy,Apple___healthy
3,3,1,1.00358676,Apple___healthy,Apple___healthy
3,3,1,1.00129856,Apple___healthy,Apple___healthy
3,3,1,1.00550485,Apple___healthy,Apple___healthy
3,3,1,0.99999620,Apple___healthy,Apple___healthy
3,3,1,2.00616141,Apple___healthy,Apple___healthy
3,3,1,1.00337607,Apple___healthy,Apple___healthy
3,3,1,1.00486206,Apple___healthy,Apple___healthy
3,3,1,1.00241864,Apple___healthy,Apple___healthy
3,3,1,1.00181344,Apple___healthy,Apple___healthy
3,3,1,1.01185515,Apple___healthy,Apple___healthy
3,3,1,1.00295601,Apple___healthy,Apple___healthy
3,3,1,1.00139979,Apple___healthy,Apple___healthy
3,3,1,1.00778460,Apple___healthy,Apple___healthy
3,0,0,0.99992647,Apple___healthy,Apple___Apple_scab
3,3,1,1.00699373,Apple___healthy,Apple___healthy
3,3,1,1.00395162,Apple___healthy,Apple___healthy
3,3,1,1.00449674,Apple___healthy,Apple___healthy
3,3,1,1.00749683,Apple___healthy,Apple___healthy
3,3,1,1.00584166,Apple___healthy,Apple___healthy
3,4,0,1.00056998,Apple___healthy,Blueberry___healthy
3,3,1,1.00376354,Apple___healthy,Apple___healthy
3,3,1,1.00658396,Apple___healthy,Apple___healthy
3,3,1,1.00462906,Apple___healthy,Apple___healthy
3,3,1,1.00309000,Apple___healthy,Apple___healthy
3,3,1,1.00428976,Apple___healthy,Apple___healthy
3,3,1,1.00265373,Apple___healthy,Apple___healthy
3,3,1,1.00301881,Apple___healthy,Apple___healthy
3,3,1,1.00456080,Apple___healthy,Apple___healthy
3,3,1,1.00099549,Apple___healthy,Apple___healthy
3,3,1,1.00398991,Apple___healthy,Apple___healthy
3,3,1,1.00357917,Apple___healthy,Apple___healthy
3,3,1,1.00186521,Apple___healthy,Apple___healthy
3,0,0,0.99897167,Apple___healthy,Apple___Apple_scab
3,3,1,2.00639019,Apple___healthy,Apple___healthy
3,3,1,1.00558322,Apple___healthy,Apple___healthy
3,3,1,1.00312288,Apple___healthy,Apple___healthy
3,3,1,1.00051037,Apple___healthy,Apple___healthy
3,3,1,1.00460907,Apple___healthy,Apple___healthy
3,3,1,1.00546833,Apple___healthy,Apple___healthy
3,3,1,1.00517214,Apple___healthy,Apple___healthy
3,3,1,1.00286622,Apple___healthy,Apple___healthy
3,3,1,1.00248910,Apple___healthy,Apple___healthy
3,30,0,1.00670118,Apple___healthy,Tomato___Late_blight
3,3,1,1.00093239,Apple___healthy,Apple___healthy
3,3,1,0.99982404,Apple___healthy,Apple___healthy
3,3,1,1.00408002,Apple___healthy,Apple___healthy
